id,type,lon,lat,name,category,subcategory,description,location,start_time,end_time,website
class_701177,Group Fitness Class,-76.47730907608567,42.453188923853595,Cycling Express (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Jamie H.. Short on time or just getting started with exercise? Cycling Express is the perfect way to fit in an efficient, effective cardio workout. This 45-minute indoor cycling class blends energizing music with basic cycling movements, motivational coaching and breath awareness.This low-impact, high-energy ride lets you set the pace to match your goals. Whether you're building stamina or simply boosting your mood, this class will move you. ",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701179,Group Fitness Class,-76.47730907608567,42.453188923853595,ZUMBA®,Cornell Rec class,Group Fitness,"Instructor: Kate P.. ZUMBA® combines Latin rhythms and international dance moves to create an upbeat, calorie blasting experience! With a fusion of Latin, Belly dance, Reggaeton, Hip-Hop, and other forms of dance, routines feature aerobic interval training with a combination of fast and slow rhythms that tone and sculpt the body. Spend 45 minutes dancing your worries away! ",Helen Newman Hall Dance Studio,2026-03-30T18:30:00,2026-03-30T19:15:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701188,Group Fitness Class,-76.47730907608567,42.453188923853595,ZUMBA® Toning,Cornell Rec class,Group Fitness,Instructor: Carol. ZUMBA® Toning blends specific ZUMBA® moves and body sculpting techniques using maraca-like ZUMBA® Toning sticks for an intense strength-training experience. ,Helen Newman Hall Dance Studio,2026-03-31T18:45:00,2026-03-31T19:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701214,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Julia A.. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701219,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Olivia. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701229,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express,Cornell Rec class,Group Fitness,"Instructor: Marie. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,2026-04-06T16:30:00,2026-04-06T17:15:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701234,Group Fitness Class,-76.47730907608567,42.453188923853595,Yoga - Vinyasa,Cornell Rec class,Group Fitness,"Instructor: Felicia. Vinyasa Yoga uses the breath as a guide to flow from one posture to the next resulting in cardiovascular development and the cultivation of equanimity, flexibility, and strength. This vibrant class creates a balance between moving fluidly from one form to another with learning variations to help one adapt to their individual needs.  Although familiarity with yoga is helpful to participate, everyone is encouraged to challenge themselves at their own pace.",Helen Newman Hall Classroom,2026-04-06T18:45:00,2026-04-06T19:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701239,Group Fitness Class,-76.47730907608567,42.453188923853595,TRX® Fusion,Cornell Rec class,Group Fitness,"Instructor: Livia. This high-energy class combines the TRX® Suspension Trainer with intervals of traditional strength training and cardio drills for a total-body workout. Each session may include circuits or timed intervals using TRX, bodyweight exercises, and other equipment like dumbbells or resistance bands. Designed to keep your heart rate up and your muscles challenged, this class boosts endurance, builds strength, and improves overall fitness. All movements can be modified, making it accessible and effective for a wide range of participants. Come for the challenge and stay for the fun, supportive environment that helps you reach your fitness goals!1224",Helen Newman Hall Classroom,2026-04-07T17:00:00,2026-04-07T18:00:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701244,Group Fitness Class,-76.47730907608567,42.453188923853595,Cycling Express,Cornell Rec class,Group Fitness,"Instructor: Gwen. Short on time or just getting started with exercise? Cycling Express is the perfect way to fit in an efficient, effective cardio workout. This 45-minute indoor cycling class blends energizing music with basic cycling movements, motivational coaching and breath awareness.This low-impact, high-energy ride lets you set the pace to match your goals. Whether you're building stamina or simply boosting your mood, this class will move you. ",Helen Newman Hall Dance Studio,2026-04-07T19:45:00,2026-04-07T20:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701249,Group Fitness Class,-76.47730907608567,42.453188923853595,Pilates - Mat Express,Cornell Rec class,Group Fitness,"Instructor: Jana. Pilates is a conditioning program designed to increase body awareness, improve alignment and breathing. You will build endurance, flexibility, coordination, and strength through a highly focused flow of movements.",Helen Newman Hall Dance Studio,2026-04-08T17:00:00,2026-04-08T17:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701261,Group Fitness Class,-76.47730907608567,42.453188923853595,Pilates - Mat ,Cornell Rec class,Group Fitness,Instructor: Sophia. ,Helen Newman Hall Dance Studio,2026-04-09T18:45:00,2026-04-09T19:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701099,Group Fitness Class,-76.47730907608567,42.453188923853595,Pilates - Mat ,Cornell Rec class,Group Fitness,Instructor: Sophia. ,Helen Newman Hall Dance Studio,2026-03-19T18:45:00,2026-03-19T19:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701106,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express,Cornell Rec class,Group Fitness,"Instructor: Julia A.. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,2026-03-21T11:15:00,2026-03-21T12:00:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701121,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express,Cornell Rec class,Group Fitness,"Instructor: Marie. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,2026-03-23T16:30:00,2026-03-23T17:15:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701136,Group Fitness Class,-76.47730907608567,42.453188923853595,Cycling Express,Cornell Rec class,Group Fitness,"Instructor: Gwen. Short on time or just getting started with exercise? Cycling Express is the perfect way to fit in an efficient, effective cardio workout. This 45-minute indoor cycling class blends energizing music with basic cycling movements, motivational coaching and breath awareness.This low-impact, high-energy ride lets you set the pace to match your goals. Whether you're building stamina or simply boosting your mood, this class will move you. ",Helen Newman Hall Dance Studio,2026-03-24T19:45:00,2026-03-24T20:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701144,Group Fitness Class,-76.47730907608567,42.453188923853595,ZUMBA®,Cornell Rec class,Group Fitness,"Instructor: Livia. ZUMBA® combines Latin rhythms and international dance moves to create an upbeat, calorie blasting experience! With a fusion of Latin, Belly dance, Reggaeton, Hip-Hop, and other forms of dance, routines feature aerobic interval training with a combination of fast and slow rhythms that tone and sculpt the body. Spend 45 minutes dancing your worries away! ",Helen Newman Hall Dance Studio,2026-03-25T18:00:00,2026-03-25T18:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701160,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Julia A.. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701164,Group Fitness Class,-76.47730907608567,42.453188923853595,Yoga - Vinyasa,Cornell Rec class,Group Fitness,"Instructor: Julia D.. Vinyasa Yoga uses the breath as a guide to flow from one posture to the next resulting in cardiovascular development and the cultivation of equanimity, flexibility, and strength. This vibrant class creates a balance between moving fluidly from one form to another with learning variations to help one adapt to their individual needs.  Although familiarity with yoga is helpful to participate, everyone is encouraged to challenge themselves at their own pace.",Helen Newman Hall Classroom,2026-03-29T10:30:00,2026-03-29T11:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701180,Group Fitness Class,-76.47730907608567,42.453188923853595,Yoga - Vinyasa,Cornell Rec class,Group Fitness,"Instructor: Felicia. Vinyasa Yoga uses the breath as a guide to flow from one posture to the next resulting in cardiovascular development and the cultivation of equanimity, flexibility, and strength. This vibrant class creates a balance between moving fluidly from one form to another with learning variations to help one adapt to their individual needs.  Although familiarity with yoga is helpful to participate, everyone is encouraged to challenge themselves at their own pace.",Helen Newman Hall Classroom,2026-03-30T18:45:00,2026-03-30T19:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701187,Group Fitness Class,-76.47730907608567,42.453188923853595,Free Yoga - Slow Flow Vinyasa (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Marley. No membership required.  Offered in collaboration with Cornell Minds Matter.Come slow down and get into the flow in this Slow Flow Vinyasa Yoga class!  A slower approach provides space to focus on alignment, to find variations to meet individual needs, and to stay in the postures for a bit, with an emphasis on cultivating mindfulness, strength, and flexibility.The flowing Vinyasa transitions between postures helps to create a fluid & dynamic experience based on the breath, helping folks to leave class feeling grounded, calm, and energized!",Helen Newman Hall Classroom,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701213,Group Fitness Class,-76.47730907608567,42.453188923853595,Pilates - Mat Express (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Sophia. Pilates is a conditioning program designed to increase body awareness, improve alignment and breathing. You will build endurance, flexibility, coordination, and strength through a highly focused flow of movements.",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701218,Group Fitness Class,-76.47730907608567,42.453188923853595,Yoga - Vinyasa,Cornell Rec class,Group Fitness,"Instructor: Julia D.. Vinyasa Yoga uses the breath as a guide to flow from one posture to the next resulting in cardiovascular development and the cultivation of equanimity, flexibility, and strength. This vibrant class creates a balance between moving fluidly from one form to another with learning variations to help one adapt to their individual needs.  Although familiarity with yoga is helpful to participate, everyone is encouraged to challenge themselves at their own pace.",Helen Newman Hall Classroom,2026-04-05T10:30:00,2026-04-05T11:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701233,Group Fitness Class,-76.47730907608567,42.453188923853595,ZUMBA®,Cornell Rec class,Group Fitness,"Instructor: Kate P.. ZUMBA® combines Latin rhythms and international dance moves to create an upbeat, calorie blasting experience! With a fusion of Latin, Belly dance, Reggaeton, Hip-Hop, and other forms of dance, routines feature aerobic interval training with a combination of fast and slow rhythms that tone and sculpt the body. Spend 45 minutes dancing your worries away! ",Helen Newman Hall Dance Studio,2026-04-06T18:30:00,2026-04-06T19:15:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701267,Group Fitness Class,-76.47730907608567,42.453188923853595,Pilates - Mat Express,Cornell Rec class,Group Fitness,"Instructor: Sophia. Pilates is a conditioning program designed to increase body awareness, improve alignment and breathing. You will build endurance, flexibility, coordination, and strength through a highly focused flow of movements.",Helen Newman Hall Dance Studio,2026-04-11T10:15:00,2026-04-11T11:00:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701272,Group Fitness Class,-76.47730907608567,42.453188923853595,Yoga - Vinyasa,Cornell Rec class,Group Fitness,"Instructor: Julia D.. Vinyasa Yoga uses the breath as a guide to flow from one posture to the next resulting in cardiovascular development and the cultivation of equanimity, flexibility, and strength. This vibrant class creates a balance between moving fluidly from one form to another with learning variations to help one adapt to their individual needs.  Although familiarity with yoga is helpful to participate, everyone is encouraged to challenge themselves at their own pace.",Helen Newman Hall Classroom,2026-04-12T10:30:00,2026-04-12T11:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701110,Group Fitness Class,-76.47730907608567,42.453188923853595,Yoga - Vinyasa,Cornell Rec class,Group Fitness,"Instructor: Julia D.. Vinyasa Yoga uses the breath as a guide to flow from one posture to the next resulting in cardiovascular development and the cultivation of equanimity, flexibility, and strength. This vibrant class creates a balance between moving fluidly from one form to another with learning variations to help one adapt to their individual needs.  Although familiarity with yoga is helpful to participate, everyone is encouraged to challenge themselves at their own pace.",Helen Newman Hall Classroom,2026-03-22T10:30:00,2026-03-22T11:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701113,Group Fitness Class,-76.47730907608567,42.453188923853595,Muscle Pump,Cornell Rec class,Group Fitness,Instructor: Sibley. Put a little muscle into your workout and join us for a class designed to build muscle endurance with low to medium weights and high repetitions. A variety of equipment and strength training techniques will be used in this class. There is no cardio portion in these sessions. ,Helen Newman Hall Dance Studio,2026-03-22T12:00:00,2026-03-22T12:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701131,Group Fitness Class,-76.47730907608567,42.453188923853595,TRX® Fusion,Cornell Rec class,Group Fitness,"Instructor: Livia. This high-energy class combines the TRX® Suspension Trainer with intervals of traditional strength training and cardio drills for a total-body workout. Each session may include circuits or timed intervals using TRX, bodyweight exercises, and other equipment like dumbbells or resistance bands. Designed to keep your heart rate up and your muscles challenged, this class boosts endurance, builds strength, and improves overall fitness. All movements can be modified, making it accessible and effective for a wide range of participants. Come for the challenge and stay for the fun, supportive environment that helps you reach your fitness goals!1224",Helen Newman Hall Classroom,2026-03-24T17:00:00,2026-03-24T18:00:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701139,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express,Cornell Rec class,Group Fitness,"Instructor: Olivia. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,2026-03-25T16:00:00,2026-03-25T16:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701159,Group Fitness Class,-76.47730907608567,42.453188923853595,Pilates - Mat Express (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Sophia. Pilates is a conditioning program designed to increase body awareness, improve alignment and breathing. You will build endurance, flexibility, coordination, and strength through a highly focused flow of movements.",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701198,Group Fitness Class,-76.47730907608567,42.453188923853595,ZUMBA®,Cornell Rec class,Group Fitness,"Instructor: Livia. ZUMBA® combines Latin rhythms and international dance moves to create an upbeat, calorie blasting experience! With a fusion of Latin, Belly dance, Reggaeton, Hip-Hop, and other forms of dance, routines feature aerobic interval training with a combination of fast and slow rhythms that tone and sculpt the body. Spend 45 minutes dancing your worries away! ",Helen Newman Hall Dance Studio,2026-04-01T18:00:00,2026-04-01T18:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701207,Group Fitness Class,-76.47730907608567,42.453188923853595,Pilates - Mat  (CANCELED),Cornell Rec class,Group Fitness,Instructor: Sophia. ,Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701242,Group Fitness Class,-76.47730907608567,42.453188923853595,ZUMBA® Toning,Cornell Rec class,Group Fitness,Instructor: Carol. ZUMBA® Toning blends specific ZUMBA® moves and body sculpting techniques using maraca-like ZUMBA® Toning sticks for an intense strength-training experience. ,Helen Newman Hall Dance Studio,2026-04-07T18:45:00,2026-04-07T19:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701268,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express,Cornell Rec class,Group Fitness,"Instructor: Julia A.. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,2026-04-11T11:15:00,2026-04-11T12:00:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701273,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express,Cornell Rec class,Group Fitness,"Instructor: Olivia. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,2026-04-12T11:00:00,2026-04-12T11:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701283,Group Fitness Class,-76.47730907608567,42.453188923853595,Barre Express,Cornell Rec class,Group Fitness,"Instructor: Marie. This high-energy, low-impact class moves through a fast-paced series of exercises using small, controlled movements, isometric holds, and high repetitions—often with light equipment. You'll target muscles you didn’t even know you had, while strengthening your core, glutes, legs, and arms, and improving balance and posture. ",Helen Newman Hall Dance Studio,2026-04-13T16:30:00,2026-04-13T17:15:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701126,Group Fitness Class,-76.47730907608567,42.453188923853595,Yoga - Vinyasa,Cornell Rec class,Group Fitness,"Instructor: Felicia. Vinyasa Yoga uses the breath as a guide to flow from one posture to the next resulting in cardiovascular development and the cultivation of equanimity, flexibility, and strength. This vibrant class creates a balance between moving fluidly from one form to another with learning variations to help one adapt to their individual needs.  Although familiarity with yoga is helpful to participate, everyone is encouraged to challenge themselves at their own pace.",Helen Newman Hall Classroom,2026-03-23T18:45:00,2026-03-23T19:45:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701134,Group Fitness Class,-76.47730907608567,42.453188923853595,ZUMBA® Toning,Cornell Rec class,Group Fitness,Instructor: Carol. ZUMBA® Toning blends specific ZUMBA® moves and body sculpting techniques using maraca-like ZUMBA® Toning sticks for an intense strength-training experience. ,Helen Newman Hall Dance Studio,2026-03-24T18:45:00,2026-03-24T19:30:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701162,Group Fitness Class,-76.47730907608567,42.453188923853595,H.I.I.T. & Core (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Ava / Lynn. H.I.I.T. & Core is a total-body interval training workout that incorporates cardio/plyometrics, strength, and core work, using a variety of equipment such as light dumbbells, bands, or just body weight and a mat. The class is typically structured around timed intervals, helping you push through each round with focus and intensity. Bring a sweat towel, water bottle, and let’s smash this high-intensity session! ",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701190,Group Fitness Class,-76.47730907608567,42.453188923853595,Cycling Express (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Gwen. Short on time or just getting started with exercise? Cycling Express is the perfect way to fit in an efficient, effective cardio workout. This 45-minute indoor cycling class blends energizing music with basic cycling movements, motivational coaching and breath awareness.This low-impact, high-energy ride lets you set the pace to match your goals. Whether you're building stamina or simply boosting your mood, this class will move you. ",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701216,Group Fitness Class,-76.47730907608567,42.453188923853595,H.I.I.T. & Core (CANCELED),Cornell Rec class,Group Fitness,"Instructor: Ava / Lynn. H.I.I.T. & Core is a total-body interval training workout that incorporates cardio/plyometrics, strength, and core work, using a variety of equipment such as light dumbbells, bands, or just body weight and a mat. The class is typically structured around timed intervals, helping you push through each round with focus and intensity. Bring a sweat towel, water bottle, and let’s smash this high-intensity session! ",Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701221,Group Fitness Class,-76.47730907608567,42.453188923853595,Muscle Pump (CANCELED),Cornell Rec class,Group Fitness,Instructor: Sibley. Put a little muscle into your workout and join us for a class designed to build muscle endurance with low to medium weights and high repetitions. A variety of equipment and strength training techniques will be used in this class. There is no cardio portion in these sessions. ,Helen Newman Hall Dance Studio,,,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
class_701231,Group Fitness Class,-76.47730907608567,42.453188923853595,Cycling Express,Cornell Rec class,Group Fitness,"Instructor: Tammy. Short on time or just getting started with exercise? Cycling Express is the perfect way to fit in an efficient, effective cardio workout. This 45-minute indoor cycling class blends energizing music with basic cycling movements, motivational coaching and breath awareness.This low-impact, high-energy ride lets you set the pace to match your goals. Whether you're building stamina or simply boosting your mood, this class will move you. ",Helen Newman Hall Dance Studio,2026-04-06T17:30:00,2026-04-06T18:15:00,https://appdev-upload.nyc3.cdn.digitaloceanspaces.com/uplift/helen-newman.jpg
